CrsID,ProjectNumber,Year,FlowName,DonorName,RecipientName,USD_Disbursement_Defl,PurposeName,ProjectTitle,ShortDescription,LongDescription,Gender,Disability,ChannelReportedName,ChannelName,SubPurpose
2018000304,211499/Z/18/Z,2018,Private Development Finance,Wellcome Trust,"Bilateral, unspecified",0.00252706,Promotion of mental health and well-being ,Investigating the genetic basis of schizophrenia and associated cognitive deficits,INVESTIGATING THE GENETIC BASIS OF SCHIZOPHRENIA AND ASSOCIATED COGNITIVE DEFICITS,"Programme: Vacation Scholarships. Description: Schizophrenia desperately needs new drugs. It affects 1% of adults, is a global health problem yet medications are only partially effective. They reduce psychotic symptoms but not negative symptoms and cognitive deficits, which are key factors for explaining illness-related disability. Schizophrenia and cognition are complex but highly heritable so genetics represents a vital tool for understanding neurobiology in the absence of biomarkers. A network of 150 coexpressed genes has been identified that is conserved throughout the human cortex. It is enriched for rare and common genetic variants associated with cognitive phenotypes and neuropsychiatric disorders. I plan to use the newest/largest available genetic studies of schizophrenia and cognition ( > 380,000 individuals) to study this gene network in these phenotypes. I will use gene-set analysis to test the network for enrichment of genes associated with schizophrenia or cognition. I will quantify the proportion of SNP-based heritability for schizophrenia or cognition that can be attributed to genes in this network. I will investigate what individual genes are associated with either phenotype or with both, i.e. genes that are having a pleiotropic effect. This can point to the biological processes that underlie cognitive deficits in schizophrenia and be a foundation for new methods of treatment. . Note: commitment amount is approximate.",No gender component,Significant disability component,National University of Ireland Galway,"University, college or other teaching institution, research institute or think-tank",Other
2018005283,205282-102,2018,ODA Grants,United Kingdom,Rwanda,0.00132975,Early childhood education,Early Childhoold Development Appraisal and Design of Programme,EARLY CHILDHOOLD DEVELOPMENT APPRAISAL AND DESIGN OF PROGRAMME,"To Improved developmental potential of young children, cognitive development and increased readiness to learn for children under 3 years old",No gender component,Significant disability component,Other non-financial corporations,Other non-financial corporations,Other
2017170157,67201116,2018,ODA Grants,Finland,Armenia,0.00100004,Media and free flow of information,Accessibility of information without discrimination,ACCESSIBILITY OF INFORMATION WITHOUT DISCRIMINATION,Information resource center will be set up in Yerevan in which persons with disabilities (mobility visual hearing intellectual and mental) can go and get information and advice about their situation and other things. The center will also have a website for those who cannot physically come to the center. There is no such place in Armenia even though about 7% of the population is disabled. The center will be wheelchair accessible and it has different devices to aid the disabled persons themselves to find the information they need. There will also be personnel to assist if needed. There will be literature computers and internet connection at the center. This gives the disabled the possibility to take control of their own lives and take part in the society. The center will be formed by an NGO called Disablility Info. The director of the NGO is disabled and thus has personal experience on the challenges that the disabled face.,No gender component,Principal disability component,Embassy of Finland,Central Government,Other
2018005283,205282-102,2018,ODA Grants,United Kingdom,Rwanda,0.000332438,Education policy and administrative management,Early Childhoold Development Appraisal and Design of Programme,EARLY CHILDHOOLD DEVELOPMENT APPRAISAL AND DESIGN OF PROGRAMME,"To Improved developmental potential of young children, cognitive development and increased readiness to learn for children under 3 years old",No gender component,Significant disability component,Other non-financial corporations,Other non-financial corporations,Other
2016001166,QZA-15/0470-10,2018,ODA Grants,Norway,"South of Sahara, regional",0.187542,Human rights,Strenghtening Inclusion Africa,STRENGHTENING INCLUSION AFRICA,To promote and secure the rights of people with developmental disabilities in Southern and Eastern Africa through a regional network that facilitates the exchange of information and experience.,No gender component,Principal disability component,Atlas-alliansen,Donor country-based NGO,Self-advocacy
2.015E+12,SCR.CTR.380196,2018,ODA Grants,EU Institutions,Turkey,0.135896,Human rights,Advocacy for People in the Penal System,ADVOCACY FOR PEOPLE IN THE PENAL SYSTEM,"Overall objective is to set up Advocacy for People in the Penal System (AAPS) as a support group consisting of different CSOs working on the rights for those people in need within the penal system, focusing on Prisoners with Special Needs, namely LGBTI, women, children, foreign, disabled prisoners, ethnic minority prisoners, prisoners with health problems, life imprisonment, working prisoners and student prisoners.",Significant gender component,Significant disability component,Developing country-based NGO,Developing country-based NGO,Self-advocacy
2.014E+12,SCR.CTR.365188,2018,ODA Grants,EU Institutions,Belarus,0.0488944,Human rights,De-institutionalization as an opportunity to promote Human Rights of People with Intellectual and/or Psychosocial Disabilities in Belarus,DE-INSTITUTIONALIZATION AS AN OPPORTUNITY TO PROMOTE HUMAN RIGHTS OF PEOPLE WITH INTELLECTUAL AND/OR PSYCHOSOCIAL DISABILITIES IN BELARUS,"The project is aimed to support human dignity and contribute to enforcement of economic, social and other rights of people with intellectual or psychosocial disabilities (PIPD) and to foster systematic compliance with international human rights standards, values and best practices in the field of treatment and social care of PIPD.",No gender component,Principal disability component,Donor country-based NGO,Donor country-based NGO,Self-advocacy
2.015E+12,SCR.CTR.374353,2018,ODA Grants,EU Institutions,Serbia,0.016087,Human rights,Self-advocates for fundamental rights of Persons with Intelectual Disabilities in Serbia,SELF-ADVOCATES FOR FUNDAMENTAL RIGHTS OF PERSONS WITH INTELECTUAL DISABILITIES IN SERBIA,"To contribute to respect of human rights of PwDs in Serbia, in accordance to UNCRPD and European Disability Strategy 2010-20.",Significant gender component,Principal disability component,Developing country-based NGO,Developing country-based NGO,Self-advocacy
2.014E+12,SCR.CTR.369567,2018,ODA Grants,EU Institutions,North Macedonia,0.00399954,Human rights,TOGETHER,TOGETHER,To continue the self determination and self advocay programme for persons witn intellectual disabilities in FYRM  to create and sustain a self advocacy groups of persons with intellectual disabilities in Kumanovo.  to raise awareness about the self advocacy movement in the country.,Significant gender component,Principal disability component,Developing country-based NGO,Developing country-based NGO,Self-advocacy
2017170200,87301530,2018,ODA Grants,Finland,Moldova,0.00148999,Human rights,Nothing for us without us: development of the network of human rights experts in psycho-social and intellectual disabilities,NOTHING FOR US WITHOUT US: DEVELOPMENT OF THE NETWORK OF HUMAN RIGHTS EXPERTS IN PSYCHO-SOCIAL AND INTELLECTUAL DISABILITIES,The goal of the project is to develop a network of experts in the rights of persons with psycho-social and intellectual disabilities formed by peer support workers through capacity building and empowerment of active representatives of users and survivors groups from Republic of Moldova.Objective 1: At the end of the ten months project twelve leaders and experts - people with psycho-social or intellectual disabilities will be capacitated to promote and protect the rights of persons with psycho-social and intellectual disabilities and will have abilities to lobby legislative modification and development of good practices for persons with psycho-social and intellectual disabilities.Objective 2: At the end of the ten months project a network of peer support workers in psycho-social and intellectual disabilities will be developed and empowered to promote the human rights in Republic of Moldova.,No gender component,Principal disability component,Embassy of Finland,Central Government,Self-advocacy
